159,425,946,599,917,309,691,97,704,269,132,562,507,330,791,853,757,406,217,176
20,432,170,916,935,653,942,781,661,273,555,131,399,379,189,80,393,665,922,473
136,584,190,130,52,562,707,599,176,803,264,930,433,484,644,930,421,497,396,267
200,714,90,264,363,431,597,20,126,431,132,622,281,520,133,128,354,285,755,535
759,509,650,942,543,638,839,617,190,725,279,276,432,155,647,851,171,141,936,757
126,724,396,786,916,184,159,581,646,264,264,841,922,928,399,383,641,706,693,17
148,810,202,304,774,303,304,911,264,127,460,579,516,779,401,406,831,310,722,220
400,502,680,585,617,217,249,601,194,580,663,856,622,664,57,915,301,557,669,611
420,576,166,403,158,9,788,569,414,430,930,818,280,51,643,89,427,754,506,849
216,266,695,195,50,485,110,694,460,843,176,280,105,583,535,552,600,940,502,269
799,842,841,714,908,537,692,806,608,839,562,823,810,457,577,218,240,934,396,391
715,395,855,669,509,556,292,86,707,498,239,697,76,12,784,248,286,193,299,622
618,418,723,894,638,169,481,494,421,601,545,829,398,790,458,722,515,697,675,115
600,690,912,306,265,86,276,429,155,79,826,147,392,692,558,465,811,645,491,942
932,792,778,640,100,168,268,830,982,269,198,81,517,421,296,237,284,462,201,429
497,533,275,536,562,659,159,820,936,122,656,559,789,248,534,144,628,798,692,665
170,610,992,138,780,395,267,567,214,156,417,143,192,619,195,710,915,502,245,642
75,476,204,461,240,610,84,267,661,123,175,904,606,276,221,280,280,277,184,895
434,603,604,262,77,288,816,268,270,267,389,476,168,178,75,497,575,462,382,663
13,98,568,638,413,520,519,108,558,294,855,599,595,574,274,941,612,948,284,428
578,433,414,487,390,219,700,218,898,572,121,485,465,545,570,690,250,546,214,142
367,796,281,782,210,291,160,402,295,238,911,783,283,171,848,552,430,915,503,202
945,212,262,118,484,940,396,815,139,866,239,649,619,800,781,213,156,494,578,467
91,202,925,645,621,57,852,709,869,184,645,415,509,712,379,293,618,136,466,136
855,656,470,99,600,862,445,201,154,711,400,143,544,400,496,151,566,120,845,664
819,647,800,799,281,89,232,175,490,165,191,89,109,713,234,153,911,408,387,138
197,547,895,145,148,908,578,350,667,143,459,142,107,666,248,140,663,647,927,828
610,506,122,146,725,575,214,936,217,468,637,994,552,394,109,307,637,755,691,205
111,214,398,860,938,728,582,668,485,944,158,285,200,77,835,390,828,203,575,538
724,925,570,96,920,581,193,826,852,87,155,186,468,938,650,378,183,906,58,213
518,832,628,545,265,576,813,605,192,806,533,629,358,399,838,918,203,508,179,396
181,399,841,421,619,920,74,431,142,493,866,95,608,613,94,384,461,378,779,171
699,564,50,147,713,547,810,133,797,430,502,244,212,945,629,414,502,198,847,932
754,585,521,267,297,820,167,677,95,789,697,426,157,691,664,615,59,261,856,122
206,621,858,643,53,350,810,216,811,931,781,814,895,848,266,396,494,145,420,187
606,640,388,99,302,492,539,123,382,351,465,656,246,484,156,155,607,378,197,920
79,498,611,190,193,412,52,58,552,441,206,613,50,797,824,821,214,58,919,568
94,615,390,595,350,898,566,598,519,795,539,790,50,175,422,246,147,295,912,218
405,854,179,504,178,660,660,174,414,157,387,187,56,516,268,235,573,502,772,787
642,822,296,755,247,472,546,821,695,262,840,987,202,115,282,169,571,95,834,288
468,361,204,477,378,919,91,354,150,521,837,288,836,710,918,517,77,131,77,614
397,290,285,663,267,928,501,816,701,603,588,149,520,646,581,472,623,812,135,275
658,480,715,901,556,918,935,712,600,779,848,798,571,936,82,936,638,50,195,580
930,859,648,213,668,830,581,463,859,859,789,267,399,852,507,85,617,102,810,265
277,134,280,261,183,297,158,477,157,554,830,592,668,192,490,579,277,577,268,421
801,265,220,466,605,482,755,388,392,147,113,182,479,848,102,644,414,141,134,280
659,218,940,135,513,509,865,701,250,566,842,175,151,110,655,829,214,705,813,596
856,250,53,282,509,693,900,204,845,188,941,814,669,920,85,624,824,140,839,109
797,669,693,579,629,985,597,161,194,569,199,187,797,503,860,301,666,815,552,184
131,236,195,238,830,613,780,245,146,600,201,143,512,549,511,498,167,354,441,460
292,794,895,304,118,949,163,783,768,141,270,471,612,724,301,383,172,912,268,835
534,268,208,726,83,177,412,78,918,376,396,426,403,694,658,598,614,843,657,694
283,571,897,367,541,911,830,693,188,818,623,80,698,165,108,778,91,122,209,51
571,937,210,567,515,497,401,293,103,158,542,189,795,466,144,362,295,599,295,805
781,107,103,212,287,188,815,666,804,624,423,82,142,248,713,695,176,242,926,850
93,3,362,654,835,284,210,382,512,484,472,385,165,125,283,560,250,811,782,496
779,912,80,394,614,292,257,859,568,642,113,584,898,240,400,791,171,115,787,93
800,236,814,924,909,568,106,786,642,388,784,514,457,843,133,475,117,859,245,132
621,489,236,359,504,398,310,264,569,827,883,786,159,919,580,242,238,705,662,115
354,790,858,852,323,646,465,907,697,245,300,151,389,790,99,804,805,489,156,637
620,488,624,816,548,237,478,813,53,11,511,200,610,84,500,926,894,645,208,546
193,389,423,138,610,944,59,238,475,202,348,125,479,175,919,642,157,294,492,426
82,190,898,201,497,421,261,596,263,140,84,174,702,237,131,795,607,171,246,0
836,534,303,74,923,944,862,104,820,201,600,207,405,133,93,661,849,397,153,398
234,413,84,931,646,649,569,249,247,482,521,550,87,627,576,570,471,895,22,709
697,380,95,413,211,158,173,753,478,279,660,855,898,946,212,992,541,666,854,861
785,597,384,945,205,829,430,330,281,294,298,416,57,768,800,273,822,703,508,833
306,939,521,829,144,629,827,447,140,598,175,710,544,150,819,407,407,703,236,819
295,460,520,898,469,241,640,413,745,915,133,809,658,827,549,154,702,826,310,171
700,566,788,214,240,815,724,638,109,193,377,770,597,917,598,385,180,263,554,416
551,397,847,417,426,298,919,639,932,566,566,444,930,551,243,620,470,100,847,911
596,182,651,573,407,24,276,939,273,608,136,130,420,279,389,431,427,597,186,541
545,279,478,820,272,192,565,507,777,56,709,237,93,77,51,278,932,491,693,851
848,458,79,281,663,508,786,929,297,597,98,612,588,461,538,858,486,649,848,668
834,706,703,175,120,603,389,381,387,246,492,671,835,111,306,597,214,802,828,596
696,124,818,128,152,302,262,596,978,128,710,398,55,309,167,144,808,117,620,396
90,160,56,77,923,933,432,411,642,311,520,852,186,575,175,120,576,432,706,381
399,89,284,53,182,428,650,767,797,502,396,272,703,53,669,151,601,533,239,124
939,87,569,106,392,939,287,706,493,74,821,247,131,214,262,192,925,941,611,182
504,467,387,787,703,796,584,547,780,617,941,602,785,492,582,910,670,214,857,622
639,935,478,294,396,127,769,620,463,237,218,830,823,931,303,413,74,583,502,174
652,578,196,153,913,293,646,164,675,490,123,483,512,595,597,805,516,924,570,940
553,407,831,310,90,809,90,936,942,709,937,795,258,493,829,836,289,386,80,94
841,176,306,238,478,554,123,410,726,390,943,547,765,753,159,923,657,468,725,576
469,76,362,627,551,327,192,945,941,666,249,304,132,559,158,129,390,615,554,269
171,692,571,128,163,214,408,289,282,497,146,519,345,203,838,567,461,612,581,625
392,164,564,79,536,278,401,466,287,638,571,595,824,611,426,858,81,812,855,835
239,901,238,295,300,484,822,109,197,279,407,555,518,301,808,506,170,640,142,408
605,419,379,518,176,427,191,298,647,199,693,828,829,466,2,486,142,77,393,187
486,479,100,132,460,935,733,116,429,514,168,401,133,89,663,913,691,603,723,59
147,990,816,700,246,585,704,432,508,914,378,508,546,661,854,178,567,923,293,839
389,166,694,560,133,675,388,795,51,298,793,147,468,833,581,80,910,243,699,781
213,425,691,74,485,375,405,624,579,245,936,703,580,133,806,267,262,78,828,401
351,116,894,644,285,548,810,930,409,114,298,843,378,205,205,849,298,597,387,166
796,496,599,627,85,149,76,171,499,797,545,126,203,695,150,484,533,996,860,471
807,647,643,859,903,292,568,484,197,489,381,247,940,926,854,854,117,568,521,88
309,824,57,289,96,104,200,602,625,516,470,58,108,629,88,114,306,664,74,493
824,59,155,686,786,139,517,714,654,712,151,818,378,191,780,799,712,76,792,152
126,839,911,459,600,392,181,546,416,404,987,511,653,418,426,576,792,780,81,272
462,519,489,926,172,794,381,781,121,623,359,713,295,397,304,491,846,833,393,612
662,601,214,475,117,207,820,832,407,234,834,404,437,310,267,307,428,613,278,500
803,511,291,175,699,116,614,541,604,795,632,896,292,214,606,848,294,490,264,78
181,936,705,544,667,542,559,154,113,814,830,278,390,77,550,908,429,414,562,418
518,473,303,605,355,625,547,136,275,549,786,126,933,544,653,646,639,947,57,304
422,666,425,649,521,216,611,539,717,210,610,605,547,156,391,394,923,125,292,128
486,480,548,145,397,363,207,98,543,581,623,133,611,197,701,142,309,677,604,492
182,790,933,247,429,136,930,652,158,558,124,187,903,99,648,533,789,467,362,709
605,836,117,932,610,283,215,302,2,701,490,204,810,459,814,724,210,53,641,930
782,424,792,895,175,567,212,237,557,698,585,83,227,820,485,483,457,160,724,272
134,555,291,581,600,704,614,543,607,814,102,894,616,553,859,501,580,656,275,781
377,152,117,451,708,291,485,649,306,919,198,803,300,516,495,163,193,354,290,781
247,492,805,119,783,516,295,917,708,55,235,811,565,281,618,512,853,215,789,203
782,667,805,83,204,515,415,127,155,857,13,516,409,921,394,52,401,469,705,949
659,169,845,504,831,609,676,308,584,646,199,924,575,538,390,940,692,929,422,560
620,148,89,942,850,167,833,599,290,411,531,847,611,921,91,211,295,788,170,219
115,363,539,788,144,500,613,262,898,93,501,53,976,389,585,917,509,309,812,392
650,148,460,264,120,661,932,99,171,900,693,551,883,858,696,457,856,664,910,241
696,128,942,81,215,716,292,517,937,91,769,133,56,93,543,88,501,568,289,790
574,271,857,937,138,12,88,894,94,612,138,714,511,206,126,276,824,235,815,574
220,404,242,118,883,387,942,794,499,110,269,348,944,204,793,292,537,691,553,481
162,462,836,795,142,910,129,389,82,361,353,145,399,515,583,607,476,169,166,74
495,551,948,517,482,947,408,486,726,469,729,583,88,937,698,173,408,171,216,75
431,938,207,307,555,266,533,511,827,923,393,608,130,916,917,996,131,118,724,638
777,573,475,623,149,76,704,197,391,755,992,639,486,245,205,501,785,813,265,573
640,150,287,627,205,52,159,781,392,519,832,52,571,379,412,397,662,450,509,806
549,483,80,433,511,470,426,655,57,791,901,927,839,911,288,568,119,120,180,619
610,433,466,134,895,658,278,626,550,282,944,622,468,86,851,405,108,544,101,234
197,664,426,568,583,829,636,158,854,396,211,642,57,78,808,619,858,709,940,637
820,219,182,271,99,280,602,817,79,99,248,358,896,433,598,281,578,498,297,826
895,847,201,980,911,75,133,667,390,512,804,94,861,707,918,193,471,795,262,907
652,478,535,849,804,502,491,110,806,810,149,517,827,834,235,124,265,709,845,989
